tableField,table_name,Object,Object Label,Object Plural,column_name,Field Name,Field Label,Type,Length,Decimal Places,Reference To,Relationship Name,Relationship Label,Required,External Id,Unique,Track Field History
InteractionMessageAttachments.CreateUserId,InteractionMessageAttachments,InteractionMessageAttachment__c,Interaction Message Attachment,Interaction Message Attachments,CreateUserId,CreateUserId__c,Create User Id,Number,10,0,,,,,,,
InteractionMessageAttachments.DocumentId,InteractionMessageAttachments,InteractionMessageAttachment__c,Interaction Message Attachment,Interaction Message Attachments,DocumentId,DocumentId__c,Document Id,Number,10,0,,,,,,,
InteractionMessageAttachments.FileName,InteractionMessageAttachments,InteractionMessageAttachment__c,Interaction Message Attachment,Interaction Message Attachments,FileName,FileName__c,File Name,<unknown>,,,,,,,,,
InteractionMessageAttachments.InteractionMessageAttachmentId,InteractionMessageAttachments,InteractionMessageAttachment__c,Interaction Message Attachment,Interaction Message Attachments,InteractionMessageAttachmentId,InteractionMessageAttachmentId__c,Interaction Message Attachment Id,Number,10,0,,,,,,,
InteractionMessageAttachments.InteractionMessageId,InteractionMessageAttachments,InteractionMessageAttachment__c,Interaction Message Attachment,Interaction Message Attachments,InteractionMessageId,InteractionMessageId__c,Interaction Message Id,Number,10,0,,,,,,,
InteractionMessageAttachments.TypeName,InteractionMessageAttachments,InteractionMessageAttachment__c,Interaction Message Attachment,Interaction Message Attachments,TypeName,TypeName__c,Type Name,<unknown>,,,,,,,,,
InteractionMessageExternalReferences.ExternalMessageId,InteractionMessageExternalReferences,InteractionMessageExternalReference__c,Interaction Message External Reference,Interaction Message External References,ExternalMessageId,ExternalMessageId__c,External Message Id,<unknown>,,,,,,,,,
InteractionMessageExternalReferences.InteractionMessageExternalReferenceId,InteractionMessageExternalReferences,InteractionMessageExternalReference__c,Interaction Message External Reference,Interaction Message External References,InteractionMessageExternalReferenceId,InteractionMessageExternalReferenceId__c,Interaction Message External Reference Id,Number,10,0,,,,,,,
InteractionMessageExternalReferences.InteractionMessageId,InteractionMessageExternalReferences,InteractionMessageExternalReference__c,Interaction Message External Reference,Interaction Message External References,InteractionMessageId,InteractionMessageId__c,Interaction Message Id,Number,10,0,,,,,,,
InteractionMessageRecipients.InteractionMessageId,InteractionMessageRecipients,InteractionMessageRecipient__c,Interaction Message Recipient,Interaction Message Recipients,InteractionMessageId,InteractionMessageId__c,Interaction Message Id,Number,10,0,,,,,,,
InteractionMessageRecipients.InteractionMessageRecipientId,InteractionMessageRecipients,InteractionMessageRecipient__c,Interaction Message Recipient,Interaction Message Recipients,InteractionMessageRecipientId,InteractionMessageRecipientId__c,Interaction Message Recipient Id,Number,10,0,,,,,,,
InteractionMessageRecipients.RecipientEmail,InteractionMessageRecipients,InteractionMessageRecipient__c,Interaction Message Recipient,Interaction Message Recipients,RecipientEmail,RecipientEmail__c,Recipient Email,Text,256,,,,,,,,
InteractionMessageRecipients.RecipientType,InteractionMessageRecipients,InteractionMessageRecipient__c,Interaction Message Recipient,Interaction Message Recipients,RecipientType,RecipientType__c,Recipient Type,<unknown>,,,,,,,,,
InteractionMessageRecipients.RecipientUserId,InteractionMessageRecipients,InteractionMessageRecipient__c,Interaction Message Recipient,Interaction Message Recipients,RecipientUserId,RecipientUserId__c,Recipient User Id,Number,10,0,,,,,,,
InteractionMessages.InteractionMessageId,InteractionMessages,InteractionMessage__c,Interaction Message,Interaction Messages,InteractionMessageId,InteractionMessageId__c,Interaction Message Id,Number,10,0,,,,,,,
InteractionMessages.InteractionMessageThreadId,InteractionMessages,InteractionMessage__c,Interaction Message,Interaction Messages,InteractionMessageThreadId,InteractionMessageThreadId__c,Interaction Message Thread Id,Number,10,0,,,,,,,
InteractionMessages.MessageBody,InteractionMessages,InteractionMessage__c,Interaction Message,Interaction Messages,MessageBody,MessageBody__c,Message Body,Text,255,,,,,,,,
InteractionMessages.OutlookInternetMessageId,InteractionMessages,InteractionMessage__c,Interaction Message,Interaction Messages,OutlookInternetMessageId,OutlookInternetMessageId__c,Outlook Internet Message Id,<unknown>,,,,,,,,,
InteractionMessages.PlainTextMessageBody,InteractionMessages,InteractionMessage__c,Interaction Message,Interaction Messages,PlainTextMessageBody,PlainTextMessageBody__c,Plain Text Message Body,Text,255,,,,,,,,
InteractionMessages.SenderEmail,InteractionMessages,InteractionMessage__c,Interaction Message,Interaction Messages,SenderEmail,SenderEmail__c,Sender Email,Text,256,,,,,,,,
InteractionMessages.SenderUserId,InteractionMessages,InteractionMessage__c,Interaction Message,Interaction Messages,SenderUserId,SenderUserId__c,Sender User Id,Number,10,0,,,,,,,
InteractionMessages.SendgridMessageId,InteractionMessages,InteractionMessage__c,Interaction Message,Interaction Messages,SendgridMessageId,SendgridMessageId__c,Sendgrid Message Id,<unknown>,,,,,,,,,
InteractionMessages.SentOnDate,InteractionMessages,InteractionMessage__c,Interaction Message,Interaction Messages,SentOnDate,SentOnDate__c,Sent On Date,DateTime,,,,,,,,,
InteractionMessageThreads.ConversationId,InteractionMessageThreads,InteractionMessageThread__c,Interaction Message Thread,Interaction Message Threads,ConversationId,ConversationId__c,Conversation Id,<unknown>,,,,,,,,,
InteractionMessageThreads.InteractionId,InteractionMessageThreads,InteractionMessageThread__c,Interaction Message Thread,Interaction Message Threads,InteractionId,InteractionId__c,Interaction Id,Number,10,0,,,,,,,
InteractionMessageThreads.InteractionMessageThreadId,InteractionMessageThreads,InteractionMessageThread__c,Interaction Message Thread,Interaction Message Threads,InteractionMessageThreadId,InteractionMessageThreadId__c,Interaction Message Thread Id,Number,10,0,,,,,,,
InteractionMessageThreads.Subject,InteractionMessageThreads,InteractionMessageThread__c,Interaction Message Thread,Interaction Message Threads,Subject,Subject__c,Subject,Text,255,,,,,,,,
InteractionRelations.ChangeDate,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
InteractionRelations.ChangeUserId,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,ChangeUserId,ChangeUserId__c,Change User Id,Number,10,0,,,,,,,
InteractionRelations.CreateDate,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
InteractionRelations.CreateUserId,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,CreateUserId,CreateUserId__c,Create User Id,Number,10,0,,,,,,,
InteractionRelations.DocumentId,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,DocumentId,DocumentId__c,Document Id,Number,10,0,,,,,,,
InteractionRelations.InteractionId,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,InteractionId,InteractionId__c,Interaction Id,Number,10,0,,,,,,,
InteractionRelations.InteractionRelationId,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,InteractionRelationId,InteractionRelationId__c,Interaction Relation Id,Number,10,0,,,,,,,
InteractionRelations.KeyMomentOrganizationId,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,KeyMomentOrganizationId,KeyMomentOrganizationId__c,Key Moment Organization Id,Number,10,0,,,,,,,
InteractionRelations.OrganizationId,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,OrganizationId,OrganizationId__c,Organization Id,Number,10,0,,,,,,,
InteractionRelations.PaymentId,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,PaymentId,PaymentId__c,Payment Id,Number,10,0,,,,,,,
InteractionRelations.PortfolioId,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,PortfolioId,PortfolioId__c,Portfolio Id,Number,10,0,,,,,,,
InteractionRelations.RequestId,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,RequestId,RequestId__c,Request Id,Number,10,0,,,,,,,
InteractionRelations.RequirementId,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,RequirementId,RequirementId__c,Requirement Id,Number,10,0,,,,,,,
InteractionRelations.UserId,InteractionRelations,InteractionRelation__c,Interaction Relation,Interaction Relations,UserId,UserId__c,User Id,Number,10,0,,,,,,,
Interactions.AddressId,Interactions,Interaction__c,Interaction,Interactions,AddressId,AddressId__c,Address Id,Number,10,0,,,,,,,
Interactions.ChangeDate,Interactions,Interaction__c,Interaction,Interactions,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
Interactions.ChangeUserId,Interactions,Interaction__c,Interaction,Interactions,ChangeUserId,ChangeUserId__c,Change User Id,Number,10,0,,,,,,,
Interactions.CreateDate,Interactions,Interaction__c,Interaction,Interactions,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
Interactions.CreateUserId,Interactions,Interaction__c,Interaction,Interactions,CreateUserId,CreateUserId__c,Create User Id,Number,10,0,,,,,,,
Interactions.DocumentFolderKey,Interactions,Interaction__c,Interaction,Interactions,DocumentFolderKey,DocumentFolderKey__c,Document Folder Key,Text,100,,,,,,,,
Interactions.InteractionDate,Interactions,Interaction__c,Interaction,Interactions,InteractionDate,InteractionDate__c,Interaction Date,<unknown>,,,,,,,,,
Interactions.InteractionEndTime,Interactions,Interaction__c,Interaction,Interactions,InteractionEndTime,InteractionEndTime__c,Interaction End Time,<unknown>,,,,,,,,,
Interactions.InteractionId,Interactions,Interaction__c,Interaction,Interactions,InteractionId,InteractionId__c,Interaction Id,Number,10,0,,,,,,,
Interactions.InteractionStartTime,Interactions,Interaction__c,Interaction,Interactions,InteractionStartTime,InteractionStartTime__c,Interaction Start Time,<unknown>,,,,,,,,,
Interactions.InteractionTypeId,Interactions,Interaction__c,Interaction,Interactions,InteractionTypeId,InteractionTypeId__c,Interaction Type Id,Number,10,0,,,,,,,
Interactions.Location,Interactions,Interaction__c,Interaction,Interactions,Location,Location__c,Location,Text,256,,,,,,,,
Interactions.Notes,Interactions,Interaction__c,Interaction,Interactions,Notes,Notes__c,Notes,Text,255,,,,,,,,
Interactions.Title,Interactions,Interaction__c,Interaction,Interactions,Title,Title__c,Title,Text,255,,,,,,,,
InteractionTypes.ChangeDate,InteractionTypes,InteractionType__c,Interaction Type,Interaction Types,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
InteractionTypes.ChangeUserId,InteractionTypes,InteractionType__c,Interaction Type,Interaction Types,ChangeUserId,ChangeUserId__c,Change User Id,Number,10,0,,,,,,,
InteractionTypes.CreateDate,InteractionTypes,InteractionType__c,Interaction Type,Interaction Types,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
InteractionTypes.CreateUserId,InteractionTypes,InteractionType__c,Interaction Type,Interaction Types,CreateUserId,CreateUserId__c,Create User Id,Number,10,0,,,,,,,
InteractionTypes.InteractionSystemType,InteractionTypes,InteractionType__c,Interaction Type,Interaction Types,InteractionSystemType,InteractionSystemType__c,Interaction System Type,Number,10,0,,,,,,,
InteractionTypes.InteractionTypeId,InteractionTypes,InteractionType__c,Interaction Type,Interaction Types,InteractionTypeId,InteractionTypeId__c,Interaction Type Id,Number,10,0,,,,,,,
InteractionTypes.IsCustom,InteractionTypes,InteractionType__c,Interaction Type,Interaction Types,IsCustom,IsCustom__c,Is Custom,Checkbox,,,,,,,,,
InteractionTypes.IsInactive,InteractionTypes,InteractionType__c,Interaction Type,Interaction Types,IsInactive,IsInactive__c,Is Inactive,Checkbox,,,,,,,,,
InteractionTypes.IsSelectable,InteractionTypes,InteractionType__c,Interaction Type,Interaction Types,IsSelectable,IsSelectable__c,Is Selectable,Checkbox,,,,,,,,,
InteractionTypes.Name,InteractionTypes,InteractionType__c,Interaction Type,Interaction Types,Name,Name__c,Name,Text,256,,,,,,,,
InteractionTypes.OrderNum,InteractionTypes,InteractionType__c,Interaction Type,Interaction Types,OrderNum,OrderNum__c,Order Num,Number,10,0,,,,,,,
InternalApprovalRules.ChangeDate,InternalApprovalRules,InternalApprovalRule__c,Internal Approval Rule,Internal Approval Rules,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
InternalApprovalRules.ChangeUserId,InternalApprovalRules,InternalApprovalRule__c,Internal Approval Rule,Internal Approval Rules,ChangeUserId,ChangeUserId__c,Change User Id,Number,10,0,,,,,,,
InternalApprovalRules.CreateDate,InternalApprovalRules,InternalApprovalRule__c,Internal Approval Rule,Internal Approval Rules,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
InternalApprovalRules.CreateUserId,InternalApprovalRules,InternalApprovalRule__c,Internal Approval Rule,Internal Approval Rules,CreateUserId,CreateUserId__c,Create User Id,Number,10,0,,,,,,,
InternalApprovalRules.DispositionType,InternalApprovalRules,InternalApprovalRule__c,Internal Approval Rule,Internal Approval Rules,DispositionType,DispositionType__c,Disposition Type,Number,10,0,,,,,,,
InternalApprovalRules.InternalApprovalRuleId,InternalApprovalRules,InternalApprovalRule__c,Internal Approval Rule,Internal Approval Rules,InternalApprovalRuleId,InternalApprovalRuleId__c,Internal Approval Rule Id,Number,10,0,,,,,,,
InternalApprovalRules.RuleType,InternalApprovalRules,InternalApprovalRule__c,Internal Approval Rule,Internal Approval Rules,RuleType,RuleType__c,Rule Type,Number,10,0,,,,,,,
Invitations.Bcc,Invitations,Invitation__c,Invitation,Invitations,Bcc,Bcc__c,Bcc,Text,255,,,,,,,,
Invitations.Cc,Invitations,Invitation__c,Invitation,Invitations,Cc,Cc__c,Cc,Text,255,,,,,,,,
Invitations.ChangeDate,Invitations,Invitation__c,Invitation,Invitations,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
Invitations.CreateDate,Invitations,Invitation__c,Invitation,Invitations,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
Invitations.IntakeEntryId,Invitations,Invitation__c,Invitation,Invitations,IntakeEntryId,IntakeEntryId__c,Intake Entry Id,Number,10,0,,,,,,,
Invitations.InvitationId,Invitations,Invitation__c,Invitation,Invitations,InvitationId,InvitationId__c,Invitation Id,Number,10,0,,,,,,,
Invitations.Message,Invitations,Invitation__c,Invitation,Invitations,Message,Message__c,Message,Text,255,,,,,,,,
Invitations.OrganizationId,Invitations,Invitation__c,Invitation,Invitations,OrganizationId,OrganizationId__c,Organization Id,Number,10,0,,,,,,,
Invitations.Subject,Invitations,Invitation__c,Invitation,Invitations,Subject,Subject__c,Subject,Text,255,,,,,,,,
Invitations.UserId,Invitations,Invitation__c,Invitation,Invitations,UserId,UserId__c,User Id,Number,10,0,,,,,,,
L1s.AttribId,L1s,L1__c,L1,L1s,AttribId,AttribId__c,Attrib Id,Number,10,0,,,,,,,
L1s.DashboardId,L1s,L1__c,L1,L1s,DashboardId,DashboardId__c,Dashboard Id,Number,10,0,,,,,,,
L1s.ExternalExpenses,L1s,L1__c,L1,L1s,ExternalExpenses,ExternalExpenses__c,External Expenses,Checkbox,,,,,,,,,
L1s.L1Id,L1s,L1__c,L1,L1s,L1Id,L1Id__c,L1Id,Number,10,0,,,,,,,
L1s.L2AttribTypeId,L1s,L1__c,L1,L1s,L2AttribTypeId,L2AttribTypeId__c,L2Attrib Type Id,Number,10,0,,,,,,,
L1s.Name,L1s,L1__c,L1,L1s,Name,Name__c,Name,Text,100,,,,,,,,
L1s.Notes,L1s,L1__c,L1,L1s,Notes,Notes__c,Notes,<unknown>,,,,,,,,,
L1s.OrderNum,L1s,L1__c,L1,L1s,OrderNum,OrderNum__c,Order Num,Number,10,0,,,,,,,
L1s.ShowByDefault,L1s,L1__c,L1,L1s,ShowByDefault,ShowByDefault__c,Show By Default,Checkbox,,,,,,,,,
L1s.Unassigned,L1s,L1__c,L1,L1s,Unassigned,Unassigned__c,Unassigned,Checkbox,,,,,,,,,
ListConfigs.Category,ListConfigs,ListConfig__c,List Config,List Configs,Category,Category__c,Category,Text,50,,,,,,,,
ListConfigs.ChangeDate,ListConfigs,ListConfig__c,List Config,List Configs,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
ListConfigs.ChangeUserId,ListConfigs,ListConfig__c,List Config,List Configs,ChangeUserId,ChangeUserId__c,Change User Id,Number,10,0,,,,,,,
ListConfigs.Configuration,ListConfigs,ListConfig__c,List Config,List Configs,Configuration,Configuration__c,Configuration,<unknown>,,,,,,,,,
ListConfigs.CreateDate,ListConfigs,ListConfig__c,List Config,List Configs,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
ListConfigs.CreateUserId,ListConfigs,ListConfig__c,List Config,List Configs,CreateUserId,CreateUserId__c,Create User Id,Number,10,0,,,,,,,
ListConfigs.Deletable,ListConfigs,ListConfig__c,List Config,List Configs,Deletable,Deletable__c,Deletable,Checkbox,,,,,,,,,
ListConfigs.EntityType,ListConfigs,ListConfig__c,List Config,List Configs,EntityType,EntityType__c,Entity Type,<unknown>,,,,,,,,,
ListConfigs.IsSystem,ListConfigs,ListConfig__c,List Config,List Configs,IsSystem,IsSystem__c,Is System,Checkbox,,,,,,,,,
ListConfigs.ListConfigId,ListConfigs,ListConfig__c,List Config,List Configs,ListConfigId,ListConfigId__c,List Config Id,Number,10,0,,,,,,,
ListConfigs.Name,ListConfigs,ListConfig__c,List Config,List Configs,Name,Name__c,Name,Text,150,,,,,,,,
ListViews.ChangeDate,ListViews,ListView__c,List View,List Views,ChangeDate,ChangeDate__c,Change Date,DateTime,,,,,,,,,
ListViews.ChangeUserId,ListViews,ListView__c,List View,List Views,ChangeUserId,ChangeUserId__c,Change User Id,Number,10,0,,,,,,,
ListViews.Configuration,ListViews,ListView__c,List View,List Views,Configuration,Configuration__c,Configuration,<unknown>,,,,,,,,,
ListViews.CreateDate,ListViews,ListView__c,List View,List Views,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
ListViews.CreateUserId,ListViews,ListView__c,List View,List Views,CreateUserId,CreateUserId__c,Create User Id,Number,10,0,,,,,,,
ListViews.ListViewId,ListViews,ListView__c,List View,List Views,ListViewId,ListViewId__c,List View Id,Number,10,0,,,,,,,
ListViews.ViewText,ListViews,ListView__c,List View,List Views,ViewText,ViewText__c,View Text,Text,4000,,,,,,,,
Locations.CreateDate,Locations,Location__c,Location,Locations,CreateDate,CreateDate__c,Create Date,DateTime,,,,,,,,,
Locations.Default,Locations,Location__c,Location,Locations,Default,Default__c,Default,Checkbox,,,,,,,,,
Locations.Description,Locations,Location__c,Location,Locations,Description,Description__c,Description,Text,100,,,,,,,,
Locations.Lat,Locations,Location__c,Location,Locations,Lat,Lat__c,Lat,<unknown>,,,,,,,,,
Locations.LocationId,Locations,Location__c,Location,Locations,LocationId,LocationId__c,Location Id,Number,10,0,,,,,,,
Locations.Lon,Locations,Location__c,Location,Locations,Lon,Lon__c,Lon,<unknown>,,,,,,,,,
Locations.Predefined,Locations,Location__c,Location,Locations,Predefined,Predefined__c,Predefined,Checkbox,,,,,,,,,
Locations.ZoomLevel,Locations,Location__c,Location,Locations,ZoomLevel,ZoomLevel__c,Zoom Level,Number,10,0,,,,,,,
Log.Application,Log,Log__c,Log,Logs,Application,Application__c,Application,Text,50,,,,,,,,
